index,file,label,day
91,CroppedImages/nonmeteor/bramon_20221017_232306_nonmeteor.jpg,0,20221017
92,CroppedImages/nonmeteor/bramon_20220809_075411_nonmeteor.jpg,0,20220809
93,CroppedImages/meteor/bramon_20191004_052643_J8_ZTA.jpg,1,20191004
94,CroppedImages/meteor/boam_20210123_225626_FNM1.jpg,1,20210123
95,CroppedImages/nonmeteor/ukmon_20230319_043529_nonmeteor.jpg,0,20230319
96,CroppedImages/meteor/bramon_20171024_034344_J8_ZTA.jpg,1,20171024
97,CroppedImages/meteor/boam_20220825_202621_CHI37.jpg,1,20220825
98,CroppedImages/nonmeteor/bramon_20180719_064641_nonmeteor.jpg,0,20180719
99,CroppedImages/meteor/bramon_20210615_051615_J8_JLY.jpg,1,20210615
100,CroppedImages/meteor/bramon_20210615_084059_J8_JLY.jpg,1,20210615
101,CroppedImages/meteor/bramon_20190617_061231_J8_JLY.jpg,1,20190617
102,CroppedImages/meteor/bramon_20200531_084321_J8_MMI.jpg,1,20200531
103,CroppedImages/nonmeteor/bramon_20160214_025102_nonmeteor.jpg,0,20160214
104,CroppedImages/meteor/boam_20210617_032537_Chaligny.jpg,1,20210617
105,CroppedImages/nonmeteor/bramon_20230106_061504_nonmeteor.jpg,0,20230106
106,CroppedImages/nonmeteor/bramon_20200108_015553_nonmeteor.jpg,0,20200108
107,CroppedImages/meteor/bramon_20190515_073753_J8_MMI.jpg,1,20190515
108,CroppedImages/nonmeteor/bramon_20210508_170721_nonmeteor.jpg,0,20210508
109,CroppedImages/nonmeteor/bramon_20220809_075347_nonmeteor.jpg,0,20220809
110,CroppedImages/meteor/bramon_20210516_064902_J8_MMI.jpg,1,20210516
111,CroppedImages/nonmeteor/bramon_20210508_213222_nonmeteor.jpg,0,20210508
112,CroppedImages/nonmeteor/bramon_20210508_083411_nonmeteor.jpg,0,20210508
113,CroppedImages/meteor/bramon_20211022_074135_J8_SOR.jpg,1,20211022
114,CroppedImages/meteor/bramon_20161214_222651_J8_DPC.jpg,1,20161214
115,CroppedImages/meteor/boam_20230220_020033_CHI37.jpg,1,20230220
116,CroppedImages/nonmeteor/bramon_20230128_012454_nonmeteor.jpg,0,20230128
117,CroppedImages/nonmeteor/bramon_20210508_213146_nonmeteor.jpg,0,20210508
118,CroppedImages/meteor/bramon_20170525_034701_J8_MMI.jpg,1,20170525
119,CroppedImages/nonmeteor/bramon_20221017_231123_nonmeteor.jpg,0,20221017
120,CroppedImages/nonmeteor/bramon_20210508_113144_nonmeteor.jpg,0,20210508
121,CroppedImages/nonmeteor/ukmon_20230318_233408_nonmeteor.jpg,0,20230318
122,CroppedImages/meteor/bramon_20210501_072058_J8_MMI.jpg,1,20210501
123,CroppedImages/nonmeteor/bramon_20230319_075536_nonmeteor.jpg,0,20230319
124,CroppedImages/nonmeteor/ukmon_20230318_233342_nonmeteor.jpg,0,20230318
125,CroppedImages/nonmeteor/bramon_20160215_234713_nonmeteor.jpg,0,20160215
126,CroppedImages/meteor/ukmon_20220430_000047_UK0045.jpg,1,20220430
127,CroppedImages/meteor/bramon_20210517_063211_J8_MMI.jpg,1,20210517
128,CroppedImages/meteor/bramon_20200613_064410_J8_MMI.jpg,1,20200613
129,CroppedImages/nonmeteor/bramon_20211022_005314_nonmeteor.jpg,0,20211022
130,CroppedImages/nonmeteor/ukmon_20230312_035234_nonmeteor.jpg,0,20230312
131,CroppedImages/meteor/boam_20210730_220120_FNM1.jpg,1,20210730
132,CroppedImages/nonmeteor/ukmon_20230319_050545_nonmeteor.jpg,0,20230319
133,CroppedImages/nonmeteor/bramon_20230106_044551_nonmeteor.jpg,0,20230106
134,CroppedImages/meteor/bramon_20161119_225650_J8_DPC.jpg,1,20161119
135,CroppedImages/meteor/bramon_20210518_053340_J8_MMI.jpg,1,20210518
136,CroppedImages/meteor/bramon_20180530_064819_J8_JLY.jpg,1,20180530
137,CroppedImages/nonmeteor/bramon_20230106_054615_nonmeteor.jpg,0,20230106
138,CroppedImages/meteor/ukmon_20200710_222453_clanfield.jpg,1,20200710
139,CroppedImages/meteor/bramon_20200419_052717_J8_ABO.jpg,1,20200419
140,CroppedImages/nonmeteor/bramon_20230125_234007_nonmeteor.jpg,0,20230125
141,CroppedImages/meteor/bramon_20200627_064822_J8_JLY.jpg,1,20200627
142,CroppedImages/nonmeteor/bramon_20210308_232925_nonmeteor.jpg,0,20210308
143,CroppedImages/nonmeteor/ukmon_20221229_012731_nonmeteor.jpg,0,20221229
144,CroppedImages/nonmeteor/bramon_20210601_005708_nonmeteor.jpg,0,20210601
145,CroppedImages/meteor/ukmon_20200502_031646_chard.jpg,1,20200502
146,CroppedImages/nonmeteor/bramon_20211022_005410_nonmeteor.jpg,0,20211022
147,CroppedImages/meteor/boam_20200316_043903_BOL.jpg,1,20200316
148,CroppedImages/meteor/boam_20201213_231340_CHI37.jpg,1,20201213
149,CroppedImages/nonmeteor/bramon_20210503_004833_nonmeteor.jpg,0,20210503
150,CroppedImages/meteor/ukmon_20220322_000619_UK003T.jpg,1,20220322
151,CroppedImages/meteor/bramon_20190506_031821_J8_MMI.jpg,1,20190506
152,CroppedImages/meteor/boam_20200922_013814_LITIK1.jpg,1,20200922
153,CroppedImages/meteor/bramon_20160612_034519_J8_MMI.jpg,1,20160612
154,CroppedImages/nonmeteor/bramon_20230126_064230_nonmeteor.jpg,0,20230126
155,CroppedImages/nonmeteor/ukmon_20230319_042009_nonmeteor.jpg,0,20230319
156,CroppedImages/nonmeteor/ukmon_20230318_235604_nonmeteor.jpg,0,20230318
157,CroppedImages/meteor/ukmon_20210704_000028_UK002K.jpg,1,20210704
158,CroppedImages/meteor/ukmon_20200531_233655_tackley.jpg,1,20200531
159,CroppedImages/meteor/boam_20201019_233234_LITIK1.jpg,1,20201019
160,CroppedImages/meteor/bramon_20220611_062719_J8_MMI.jpg,1,20220611
161,CroppedImages/meteor/bramon_20170507_053544_J8_MMI.jpg,1,20170507
162,CroppedImages/nonmeteor/bramon_20210508_193105_nonmeteor.jpg,0,20210508
163,CroppedImages/meteor/ukmon_20220131_000142_UK003L.jpg,1,20220131
164,CroppedImages/meteor/bramon_20200516_072037_J8_MMI.jpg,1,20200516
165,CroppedImages/nonmeteor/bramon_20211022_030459_nonmeteor.jpg,0,20211022
166,CroppedImages/meteor/ukmon_20210409_UK000T.jpg,1,20210409
167,CroppedImages/nonmeteor/bramon_20230319_000128_nonmeteor.jpg,0,20230319
168,CroppedImages/nonmeteor/bramon_20210530_214904_nonmeteor.jpg,0,20210530
169,CroppedImages/nonmeteor/bramon_20220329_233252_nonmeteor.jpg,0,20220329
170,CroppedImages/meteor/bramon_20200425_062841_J8_MMI.jpg,1,20200425
171,CroppedImages/meteor/bramon_20190428_083721_J8_MMI.jpg,1,20190428
172,CroppedImages/meteor/bramon_20200509_043551_J8_MMI.jpg,1,20200509
173,CroppedImages/nonmeteor/bramon_20160215_061340_nonmeteor.jpg,0,20160215
174,CroppedImages/meteor/bramon_20200518_011946_J8_MMI.jpg,1,20200518
175,CroppedImages/meteor/bramon_20200501_055509_J8_ABO.jpg,1,20200501
176,CroppedImages/meteor/boam_20200410_210141_LITIK2.jpg,1,20200410
177,CroppedImages/nonmeteor/bramon_20230319_072833_nonmeteor.jpg,0,20230319
178,CroppedImages/meteor/boam_20200818_013834_LITIK1.jpg,1,20200818
179,CroppedImages/nonmeteor/bramon_20230128_042610_nonmeteor.jpg,0,20230128
180,CroppedImages/nonmeteor/ukmon_20230312_051007_nonmeteor.jpg,0,20230312
181,CroppedImages/nonmeteor/ukmon_20230319_002027_nonmeteor.jpg,0,20230319
182,CroppedImages/meteor/bramon_20200618_080336_J8_JLY.jpg,1,20200618
183,CroppedImages/nonmeteor/bramon_20220329_013612_nonmeteor.jpg,0,20220329
184,CroppedImages/nonmeteor/bramon_20210508_181402_nonmeteor.jpg,0,20210508
185,CroppedImages/nonmeteor/ukmon_20230315_224428_nonmeteor.jpg,0,20230315
186,CroppedImages/meteor/bramon_20210502_081834_J8_ABO.jpg,1,20210502
187,CroppedImages/meteor/bramon_20210222_081505_J8_AAN.jpg,1,20210222
188,CroppedImages/nonmeteor/bramon_20230128_042643_nonmeteor.jpg,0,20230128
189,CroppedImages/nonmeteor/bramon_20220617_210950_nonmeteor.jpg,0,20220617
190,CroppedImages/meteor/bramon_20160506_060912_J8_MMI.jpg,1,20160506
191,CroppedImages/meteor/bramon_20180703_033152_J8_JLY.jpg,1,20180703
192,CroppedImages/meteor/boam_20200117_025646_LITIK1.jpg,1,20200117
193,CroppedImages/nonmeteor/bramon_20230318_235730_nonmeteor.jpg,0,20230318
194,CroppedImages/meteor/boam_20201212_200034_CHI37.jpg,1,20201212
195,CroppedImages/nonmeteor/bramon_20210108_072006_nonmeteor.jpg,0,20210108
196,CroppedImages/nonmeteor/bramon_20230106_034005_nonmeteor.jpg,0,20230106
197,CroppedImages/nonmeteor/bramon_20230126_232621_nonmeteor.jpg,0,20230126
198,CroppedImages/meteor/boam_20210402_003751_LITIK2.jpg,1,20210402
199,CroppedImages/nonmeteor/bramon_20230128_042540_nonmeteor.jpg,0,20230128
200,CroppedImages/nonmeteor/bramon_20230319_083724_nonmeteor.jpg,0,20230319
201,CroppedImages/nonmeteor/bramon_20230319_000806_nonmeteor.jpg,0,20230319
202,CroppedImages/nonmeteor/bramon_20220329_080843_nonmeteor.jpg,0,20220329
203,CroppedImages/nonmeteor/bramon_20160214_234034_nonmeteor.jpg,0,20160214
204,CroppedImages/meteor/boam_20200628_214639_LITIK1.jpg,1,20200628
205,CroppedImages/nonmeteor/bramon_20221017_225855_nonmeteor.jpg,0,20221017
206,CroppedImages/nonmeteor/bramon_20210530_220428_nonmeteor.jpg,0,20210530
207,CroppedImages/nonmeteor/bramon_20230126_232741_nonmeteor.jpg,0,20230126
208,CroppedImages/meteor/ukmon_20200701_000342_wilcot.jpg,1,20200701
209,CroppedImages/nonmeteor/bramon_20230106_065431_nonmeteor.jpg,0,20230106
210,CroppedImages/nonmeteor/ukmon_20230318_235702_nonmeteor.jpg,0,20230318
211,CroppedImages/nonmeteor/bramon_20210508_212527_nonmeteor.jpg,0,20210508
212,CroppedImages/nonmeteor/bramon_20230319_071920_nonmeteor.jpg,0,20230319
213,CroppedImages/meteor/bramon_20171016_070220_J8_FLY.jpg,1,20171016
214,CroppedImages/meteor/bramon_20190711_041907_J8_JLY.jpg,1,20190711
215,CroppedImages/meteor/bramon_20200518_071942_J8_MMI.jpg,1,20200518
216,CroppedImages/meteor/bramon_20220603_063019_J8_MMI.jpg,1,20220603
217,CroppedImages/nonmeteor/bramon_20230318_222549_nonmeteor.jpg,0,20230318
218,CroppedImages/nonmeteor/bramon_20211022_012311_nonmeteor.jpg,0,20211022
219,CroppedImages/nonmeteor/bramon_20230106_050141_nonmeteor.jpg,0,20230106
220,CroppedImages/nonmeteor/ukmon_20230319_050920_nonmeteor.jpg,0,20230319
221,CroppedImages/nonmeteor/bramon_20230319_075829_nonmeteor.jpg,0,20230319
222,CroppedImages/meteor/bramon_20160528_073141_J8_JLY.jpg,1,20160528
223,CroppedImages/meteor/boam_20200802_210207_LITIK1.jpg,1,20200802
224,CroppedImages/meteor/bramon_20180209_050634_J8_AAN.jpg,1,20180209
225,CroppedImages/meteor/ukmon_20200715_225625_lockyer1.jpg,1,20200715
226,CroppedImages/nonmeteor/ukmon_20230319_012749_nonmeteor.jpg,0,20230319
227,CroppedImages/nonmeteor/bramon_20230319_083740_nonmeteor.jpg,0,20230319
228,CroppedImages/meteor/ukmon_20230122_020316_UK0032.jpg,1,20230122
229,CroppedImages/nonmeteor/ukmon_20230315_223139_nonmeteor.jpg,0,20230315
230,CroppedImages/meteor/bramon_20171025_042847_J8_ZTA.jpg,1,20171025
231,CroppedImages/nonmeteor/bramon_20160214_062920_nonmeteor.jpg,0,20160214
232,CroppedImages/meteor/boam_20210404_235340_CHI37.jpg,1,20210404
233,CroppedImages/nonmeteor/bramon_20211022_032332_nonmeteor.jpg,0,20211022
234,CroppedImages/nonmeteor/bramon_20180716_091459_nonmeteor.jpg,0,20180716
235,CroppedImages/meteor/bramon_20210910_082301_J8_SOR.jpg,1,20210910
236,CroppedImages/meteor/ukmon_20220831_000114_UK0034.jpg,1,20220831
237,CroppedImages/nonmeteor/bramon_20160215_014500_nonmeteor.jpg,0,20160215
238,CroppedImages/nonmeteor/ukmon_20230315_224215_nonmeteor.jpg,0,20230315
239,CroppedImages/nonmeteor/ukmon_20221229_012720_nonmeteor.jpg,0,20221229
240,CroppedImages/nonmeteor/bramon_20230318_235334_nonmeteor.jpg,0,20230318
241,CroppedImages/nonmeteor/bramon_20221213_063627_nonmeteor.jpg,0,20221213
242,CroppedImages/meteor/boam_20151030_043559_MSO1.jpg,1,20151030
243,CroppedImages/nonmeteor/bramon_20160215_231748_nonmeteor.jpg,0,20160215
244,CroppedImages/nonmeteor/ukmon_20230319_012219_nonmeteor.jpg,0,20230319
245,CroppedImages/meteor/boam_20200808_003622_BOL.jpg,1,20200808
246,CroppedImages/nonmeteor/bramon_20211022_025731_nonmeteor.jpg,0,20211022
247,CroppedImages/meteor/ukmon_20230315_035338_UK0067.jpg,1,20230315
248,CroppedImages/nonmeteor/bramon_20220617_210816_nonmeteor.jpg,0,20220617
249,CroppedImages/nonmeteor/bramon_20220329_233248_nonmeteor.jpg,0,20220329
250,CroppedImages/meteor/ukmon_20220209_003120_UK0034.jpg,1,20220209
251,CroppedImages/nonmeteor/bramon_20230319_000836_nonmeteor.jpg,0,20230319
252,CroppedImages/nonmeteor/bramon_20160214_030940_nonmeteor.jpg,0,20160214
253,CroppedImages/nonmeteor/bramon_20230319_001117_nonmeteor.jpg,0,20230319
254,CroppedImages/nonmeteor/bramon_20210601_002229_nonmeteor.jpg,0,20210601
255,CroppedImages/nonmeteor/bramon_20210502_012709_nonmeteor.jpg,0,20210502
256,CroppedImages/meteor/bramon_20170523_075224_J8_JLY.jpg,1,20170523
257,CroppedImages/nonmeteor/bramon_20230319_002412_nonmeteor.jpg,0,20230319
258,CroppedImages/meteor/bramon_20220607_045933_J8_JLY.jpg,1,20220607
259,CroppedImages/nonmeteor/bramon_20210508_181459_nonmeteor.jpg,0,20210508
260,CroppedImages/nonmeteor/ukmon_20230315_224641_nonmeteor.jpg,0,20230315
261,CroppedImages/meteor/bramon_20151017_035905_J8_ZTA.jpg,1,20151017
262,CroppedImages/nonmeteor/bramon_20210118_022039_nonmeteor.jpg,0,20210118
263,CroppedImages/meteor/bramon_20200701_013433_J8_JLY.jpg,1,20200701
264,CroppedImages/meteor/bramon_20200509_040732_J8_MMI.jpg,1,20200509
265,CroppedImages/meteor/bramon_20170526_015815_J8_MAC.jpg,1,20170526
266,CroppedImages/meteor/ukmon_20230301_203243_UK008T.jpg,1,20230301
267,CroppedImages/meteor/bramon_20190424_071438_J8_ABO.jpg,1,20190424
268,CroppedImages/meteor/bramon_20201106_034731_J8_FLY.jpg,1,20201106
269,CroppedImages/meteor/boam_20151030_205737_FNM1.jpg,1,20151030
270,CroppedImages/nonmeteor/bramon_20210508_194234_nonmeteor.jpg,0,20210508
271,CroppedImages/meteor/ukmon_20221201_000235_UK001L.jpg,1,20221201
272,CroppedImages/nonmeteor/bramon_20180716_091537_nonmeteor.jpg,0,20180716
273,CroppedImages/nonmeteor/bramon_20160215_050202_nonmeteor.jpg,0,20160215
274,CroppedImages/meteor/bramon_20210708_231707_J8_LOP.jpg,1,20210708
275,CroppedImages/meteor/boam_20200906_024655_LITIK1.jpg,1,20200906
276,CroppedImages/nonmeteor/bramon_20230125_234121_nonmeteor.jpg,0,20230125
277,CroppedImages/nonmeteor/bramon_20221213_061311_nonmeteor.jpg,0,20221213
278,CroppedImages/nonmeteor/bramon_20230128_042631_nonmeteor.jpg,0,20230128
279,CroppedImages/nonmeteor/bramon_20221213_062435_nonmeteor.jpg,0,20221213
280,CroppedImages/nonmeteor/bramon_20230106_034218_nonmeteor.jpg,0,20230106
281,CroppedImages/nonmeteor/ukmon_20230310_221503_nonmeteor.jpg,0,20230310
282,CroppedImages/nonmeteor/bramon_20220904_000824_nonmeteor.jpg,0,20220904
283,CroppedImages/nonmeteor/ukmon_20230315_223220_nonmeteor.jpg,0,20230315
284,CroppedImages/meteor/ukmon_20230117_003549_UK006X.jpg,1,20230117
285,CroppedImages/meteor/ukmon_20200922_000431_clanfield.jpg,1,20200922
286,CroppedImages/nonmeteor/bramon_20230106_042324_nonmeteor.jpg,0,20230106
287,CroppedImages/nonmeteor/bramon_20210505_024947_nonmeteor.jpg,0,20210505
288,CroppedImages/meteor/bramon_20200430_072216_J8_ABO.jpg,1,20200430
289,CroppedImages/nonmeteor/ukmon_20230319_013102_nonmeteor.jpg,0,20230319
290,CroppedImages/meteor/bramon_20201123_040907_J8_GCM.jpg,1,20201123
291,CroppedImages/nonmeteor/bramon_20221031_050504_nonmeteor.jpg,0,20221031
292,CroppedImages/meteor/bramon_20201026_062452_J8_ZTA.jpg,1,20201026
293,CroppedImages/nonmeteor/bramon_20211022_034016_nonmeteor.jpg,0,20211022
294,CroppedImages/meteor/bramon_20200513_073406_J8_MMI.jpg,1,20200513
295,CroppedImages/meteor/ukmon_20211201_011021_UK0020.jpg,1,20211201
296,CroppedImages/meteor/bramon_20210630_231702_J8_JLY.jpg,1,20210630
297,CroppedImages/nonmeteor/bramon_20221230_015245_nonmeteor.jpg,0,20221230
298,CroppedImages/nonmeteor/bramon_20211022_020513_nonmeteor.jpg,0,20211022
299,CroppedImages/meteor/bramon_20170527_004722_J8_MMI.jpg,1,20170527
300,CroppedImages/meteor/ukmon_20230315_035338_UK007P.jpg,1,20230315
301,CroppedImages/meteor/ukmon_20220831_000115_UK007E.jpg,1,20220831
302,CroppedImages/meteor/bramon_20181022_064907_J8_ZTA.jpg,1,20181022
303,CroppedImages/nonmeteor/bramon_20230319_001241_nonmeteor.jpg,0,20230319
304,CroppedImages/meteor/bramon_20210917_074957_J8_SOR.jpg,1,20210917
305,CroppedImages/nonmeteor/ukmon_20230319_003501_nonmeteor.jpg,0,20230319
306,CroppedImages/meteor/boam_20200121_192501_LITIK1.jpg,1,20200121
307,CroppedImages/meteor/bramon_20210424_071759_J8_MMI.jpg,1,20210424
308,CroppedImages/meteor/bramon_20210518_073721_J8_MMI.jpg,1,20210518
309,CroppedImages/meteor/bramon_20210421_042208_J8_ABO.jpg,1,20210421
310,CroppedImages/meteor/boam_20180814_015726_FNM1.jpg,1,20180814
311,CroppedImages/nonmeteor/bramon_20221213_062457_nonmeteor.jpg,0,20221213
312,CroppedImages/meteor/bramon_20180609_075508_J8_JLY.jpg,1,20180609
313,CroppedImages/meteor/bramon_20190208_080901_J8_AAN.jpg,1,20190208
314,CroppedImages/nonmeteor/bramon_20230126_044700_nonmeteor.jpg,0,20230126
315,CroppedImages/nonmeteor/ukmon_20230318_233738_nonmeteor.jpg,0,20230318
316,CroppedImages/nonmeteor/bramon_20160215_071844_nonmeteor.jpg,0,20160215
317,CroppedImages/meteor/ukmon_20230117_003551_UK000D.jpg,1,20230117
318,CroppedImages/nonmeteor/bramon_20230106_075248_nonmeteor.jpg,0,20230106
319,CroppedImages/nonmeteor/ukmon_20230316_193503_nonmeteor.jpg,0,20230316
320,CroppedImages/nonmeteor/bramon_20230106_065129_nonmeteor.jpg,0,20230106
321,CroppedImages/nonmeteor/bramon_20211022_000147_nonmeteor.jpg,0,20211022
322,CroppedImages/nonmeteor/bramon_20230319_073027_nonmeteor.jpg,0,20230319
323,CroppedImages/nonmeteor/bramon_20211022_000103_nonmeteor.jpg,0,20211022
324,CroppedImages/meteor/boam_20161130_233739_MSO1.jpg,1,20161130
325,CroppedImages/nonmeteor/bramon_20220329_003127_nonmeteor.jpg,0,20220329
326,CroppedImages/nonmeteor/ukmon_20230317_041901_nonmeteor.jpg,0,20230317
327,CroppedImages/nonmeteor/ukmon_20230318_231242_nonmeteor.jpg,0,20230318
328,CroppedImages/nonmeteor/bramon_20180716_092504_nonmeteor.jpg,0,20180716
